Neighborhoods,r0,r1,Rpl1,Ln(Rpl1),Rpl2,Rpl3,Rpl4,Rpl Overall,Raw Visitor,Ln(Visitors),Raw Visits,Ln(Visits),Tot pop,Sum of Area Sqmi,Pop Dens,Ln(pop dens),Males,Males perc,Females,Female perc,White pop,White perc,Asian pop,Asian perc,Ln(Asian perc+1),Afri Amer perc,Afri Amer pop,Ln(Afri Amer perc+1),Pacific Isl pop,Pacific Isl perc,Log(Pacific Isl perc+1),Other pop,Two or more pop
Tujunga Canyons,292.5764322,482.3105025,1.5535,0.44051045,2.071,0.77615,0.35455,1.5535,78,4.356708827,301,5.707110265,592,242.4229515,2.442013004,0.892822701,310,0.523648649,296,0.5,558,0.942567568,0,0,0,0.006756757,4,0.006734032,0,0,0,13,5
Mid-Wilshire,292.5764322,482.3105025,0.244665326,-1.407864019,1.297927273,1.024063636,0.972018182,2.284045455,18434,9.821952065,36445,10.50355955,43006,2.691318586,15979.52774,9.679063666,20895,0.485862438,22247,0.517299912,20370,0.473654839,9686,0.225224387,0.203124,0.004487746,193,0.004477706,107,0.002488025,0.002484935,4504,2031
Vermont-Slauson,292.5764322,482.3105025,0.213609677,-1.543604869,3.2985625,2.4455,1.8605,2.8450375,55303,10.92058244,105261,11.56419826,34975,1.708877414,20466.65238,9.926552127,15388,0.439971408,17268,0.493724089,8406,0.240343102,211,0.006032881,0.006014756,0.006518942,228,0.006497786,0,0,0,15109,634
East Compton,292.5764322,482.3105025,0.220591656,-1.511441997,3.6746,2.1398,1.8569,2.791,53982.93893,10.89642333,101468.8244,11.52750688,3977,0.220591656,18028.78709,9.799725042,1961,0.49308524,2072,0.520995725,1879,0.472466683,3,0.000754337,0.000754053,0.001508675,6,0.001507538,0,0,0,1412,115
Silver Lake,292.5764322,482.3105025,0.28118882,-1.268728878,1.516911111,1.033222222,0.852533333,2.421288889,19590,9.882774511,35995,10.49113532,29950,2.530699382,11834.67314,9.378788903,15222,0.508247078,14395,0.480634391,19740,0.659098497,4510,0.150584307,0.140269906,0.000601002,18,0.000600821,25,0.000834725,0.000834377,3096,1109
Florence,292.5764322,482.3105025,0.214690948,-1.538555736,3.544469231,2.271607692,1.907923077,2.636576923,25080,10.12982599,48701,10.79345484,53591,2.790982322,19201.48314,9.862742802,25635,0.478345245,26839,0.500811703,13739,0.256367674,100,0.001865985,0.001864246,0.007986416,428,0.007954693,13,0.000242578,0.000242549,27256,685
Broadway-Manchester,292.5764322,482.3105025,0.253687315,-1.371652814,3.43158,2.40912,1.82896,2.86726,26809,10.19649293,51826,10.85564723,24827,1.268436576,19572.91399,9.88190195,10980,0.442260442,12399,0.499415958,6608,0.26616184,111,0.004470939,0.004460974,0.009425223,234,0.009381083,0,0,0,9270,267
Westmont,292.5764322,482.3105025,0.263947711,-1.33200426,3.249771429,2.570857143,1.575042857,2.749028571,7439,8.91449171,17492,9.769498913,33723,1.847633978,18251.99168,9.812029486,14659,0.434688492,17488,0.518577825,7345,0.217803873,44,0.001304748,0.001303898,0.006494084,219,0.006473088,58,0.001719894,0.001718417,8112,462
Pasadena,292.5764322,482.3105025,0.720813744,-0.327374505,1.524973529,1.729417647,0.997411765,2.454635294,65241,11.08584338,121404,11.70687911,140924,24.50766731,5750.200467,8.656989997,68364,0.485112543,71834,0.509735744,79296,0.562686271,21783,0.154572677,0.143730299,0.002817121,397,0.00281316,252,0.001788198,0.001786601,18241,5502
Alondra Park,292.5764322,482.3105025,0.980444253,-0.019749491,1.6832,1.9978,1.0794,1.2066,12555,9.437874272,22259,10.0105017,4914,0.980444253,5012.013671,8.519593044,2229,0.453601954,2743,0.558201058,2402,0.488807489,1644,0.334554335,0.288597405,0,0,0,39,0.007936508,0.00790518,320,326
View Park-Windsor Hills,292.5764322,482.3105025,0.920592265,-0.08273805,1.5894,2.23755,0.91135,1.8441,5517,8.615589513,10661,9.274347502,11580,1.84118453,6289.429338,8.74662562,5368,0.463557858,6272,0.541623489,1151,0.099395509,243,0.020984456,0.020767315,0.001381693,16,0.001380739,29,0.002504318,0.002501187,314,640
Fairfax,292.5764322,482.3105025,0.26495188,-1.328207054,1.367175,1.245675,0.400925,2.3499,53982.93893,10.89642333,101468.8244,11.52750688,11968,1.059807519,11292.61662,9.331904395,5537,0.462650401,6096,0.509358289,9477,0.791861631,647,0.054060829,0.052650161,0.001420455,17,0.001419447,53,0.004428476,0.004418699,318,655
Lopez/Kagel Canyons,292.5764322,482.3105025,1.729499121,0.547831841,1.7709,2.3435,1.1694,2.6512,53982.93893,10.89642333,101468.8244,11.52750688,4189,1.729499121,2422.088539,7.79238548,2248,0.53664359,2131,0.508713297,2555,0.609930771,236,0.056338028,0.054808236,0.006922893,29,0.00689904,0,0,0,950,164
Pico-Robertson,292.5764322,482.3105025,0.247990612,-1.394364388,1.148966667,1.8799,0.615183333,2.4169,52667,10.87174435,95908,11.47114468,21870,1.487943672,14698.13704,9.595476033,10969,0.501554641,12665,0.579103795,18726,0.856241427,1980,0.090534979,0.086668382,0.000731596,16,0.000731329,9,0.000411523,0.000411438,990,1130
Lynwood,292.5764322,482.3105025,0.440258773,-0.820392604,3.204009091,2.015918182,1.803627273,2.667081818,119352,11.68983239,210520,12.25733594,70008,4.842846498,14455.96098,9.578862133,34253,0.489272655,36023,0.514555479,38026,0.543166495,523,0.007470575,0.007442808,0.006599246,462,0.006577566,128,0.001828362,0.001826693,23658,1051
Hollywood Hills West,292.5764322,482.3105025,1.073130547,0.070580122,0.7512,1.091925,0.271525,1.23205,11392,9.340666634,22470,10.01993637,13500,4.29252219,3145.004126,8.053570481,7895,0.584814815,6323,0.46837037,12096,0.896,658,0.048740741,0.04759015,0.002444444,33,0.002441461,46,0.003407407,0.003401615,327,597
Boyle Heights,292.5764322,482.3105025,0.266389886,-1.322794307,3.158172,2.530704,1.882156,2.966344,30507,10.32571144,54362,10.90342066,93528,6.659747142,14043.77644,9.549934619,46151,0.493445813,47013,0.502662304,62122,0.66420751,3024,0.032332564,0.031820867,0.005484988,513,0.00547,93,0.000994355,0.000993861,24813,1363
Chesterfield Square,292.5764322,482.3105025,0.369811584,-0.994761635,3.270333333,2.540833333,1.653166667,2.4432,25898,10.16192102,47447,10.76736858,14680,1.109434752,13231.96337,9.490390649,7148,0.486920981,7554,0.514577657,3829,0.260831063,186,0.0126703,0.012590703,0.000476839,7,0.000476725,0,0,0,4280,246
Veterans Administration,292.5764322,482.3105025,0.977072424,-0.023194501,3.6434,2.7458,0.8675,2.8275,1975,7.588323677,3596,8.187577396,1096,0.977072424,1121.718281,7.022616968,879,0.802007299,136,0.124087591,518,0.472627737,57,0.052007299,0.050700053,0.003649635,4,0.003642991,2,0.001824818,0.001823155,35,37
